State,Date,Total,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,dayofweek,month,week
Iowa,2021-09-19,75359497,148392708.0,74662068.0,441054934.0,205558705.42857143,3252202.2094223592,6,9,37
Kansas,2021-09-19,58620693,75359497.0,586302816.0,69517287.0,130175545.0,1346359.1125238244,6,9,37
Kentucky,2021-09-19,115075277,58620693.0,118347312.0,36264701.0,129708111.42857143,2213735.0988791245,6,9,37
Louisiana,2021-09-19,115984166,115075277.0,56803056.0,48316330.0,138162555.7142857,5529411.108657373,6,9,37
Maine,2021-09-19,31713373,115984166.0,247987379.0,279297072.0,107266269.14285715,2254004.647892757,6,9,37
Maryland,2021-09-19,107129225,31713373.0,205718170.0,236472548.0,93182134.14285715,1692750.7807548651,6,9,37
Massachusetts,2021-09-19,118252910,107129225.0,148392708.0,245657728.0,88876448.71428572,5145651.147848547,6,9,37
Michigan,2021-09-19,192769391,118252910.0,75359497.0,97937979.0,105649290.71428572,8883416.47982539,6,9,37
Washington,2021-09-19,121231207,192769391.0,58620693.0,39592255.0,114593649.85714285,6359603.242996604,6,9,37
West Virginia,2021-09-19,48024040,121231207.0,115075277.0,74940261.0,105014901.71428572,1490426.8446655918,6,9,37
Pennsylvania,2021-09-19,238000028,48024040.0,115984166.0,126337749.0,122445739.14285715,6247813.879041855,6,9,37
Wyoming,2021-09-19,14998006,238000028.0,31713373.0,19219386.0,120057829.57142857,888992.1294986472,6,9,37
Wisconsin,2021-09-19,102505710,14998006.0,107129225.0,173504125.0,119397327.42857143,4364668.124727553,6,9,37
Utah,2021-09-26,56100569,102505710.0,118252910.0,605126912.0,110518421.57142857,1762407.8327874944,6,9,38
Mississippi,2021-09-26,79384217,56100569.0,192769391.0,56998192.0,94320539.57142857,3938488.9961972344,6,9,38
Missouri,2021-09-26,127916878,79384217.0,121231207.0,11854055.0,95275635.42857143,3660251.941132431,6,9,38
Nebraska,2021-09-26,39895508,127916878.0,48024040.0,187006075.0,94114416.57142857,1491281.1987564126,6,9,38
Nevada,2021-09-26,68281705,39895508.0,238000028.0,16507187.0,69868941.85714285,1837570.594577199,6,9,38
New Hampshire,2021-09-26,36027614,68281705.0,14998006.0,131425380.0,72873171.57142857,2035431.232553081,6,9,38
New Mexico,2021-09-26,47411061,36027614.0,102505710.0,83689759.0,65002507.428571425,1959422.4237161037,6,9,38
New York,2021-09-26,277853468,47411061.0,56100569.0,101096975.0,96681493.0,12061209.206380017,6,9,38
North Carolina,2021-09-26,229811509,277853468.0,79384217.0,133797917.0,118171106.14285715,10376806.731546408,6,9,38
Ohio,2021-09-26,239275636,229811509.0,127916878.0,148517047.0,134079500.14285715,9324309.72055569,6,9,38
Oklahoma,2021-09-26,93647773,239275636.0,39895508.0,74662068.0,141758395.14285713,3443316.2302740435,6,9,38
Oregon,2021-09-26,74560310,93647773.0,68281705.0,586302816.0,142655338.7142857,4890544.999811707,6,9,38
Pennsylvania,2021-09-26,233962532,74560310.0,36027614.0,118347312.0,170931755.57142857,7824850.812721498,6,9,38
Rhode Island,2021-09-26,16466648,233962532.0,47411061.0,56803056.0,166511125.14285713,932340.9175193988,6,9,38
South Carolina,2021-09-26,121546105,16466648.0,277853468.0,247987379.0,144181501.85714287,6397651.1365348175,6,9,38
South Dakota,2021-09-26,19121112,121546105.0,229811509.0,205718170.0,114082873.71428572,1719745.921555456,6,9,38
Minnesota,2021-09-26,101130925,19121112.0,239275636.0,148392708.0,94347915.0,4146831.8337752675,6,9,38
Michigan,2021-09-26,192597473,101130925.0,93647773.0,75359497.0,108483586.42857143,9819347.437930794,6,9,38
Vermont,2021-09-26,12191094,192597473.0,74560310.0,58620693.0,99573698.42857143,819550.7372019541,6,9,38
Maryland,2021-09-26,104892964,12191094.0,233962532.0,115075277.0,81135188.71428572,2470246.7717408515,6,9,38
Wyoming,2021-09-26,14524620,104892964.0,16466648.0,115984166.0,80857756.14285715,848664.4445232034,6,9,38
Alabama,2021-09-26,133378009,14524620.0,121546105.0,31713373.0,82548028.14285715,6317437.76332689,6,9,38
Arizona,2021-09-26,143876042,133378009.0,19121112.0,107129225.0,100370161.0,3572700.5282303295,6,9,38
Arkansas,2021-09-26,70631842,143876042.0,101130925.0,118252910.0,96013149.14285715,2480795.1815680177,6,9,38
California,2021-09-26,580649015,70631842.0,192597473.0,192769391.0,151449083.7142857,21210448.574538518,6,9,38
Colorado,2021-09-26,116470675,580649015.0,12191094.0,121231207.0,166346166.7142857,4278707.7146778675,6,9,38
Connecticut,2021-09-26,57388239,116470675.0,104892964.0,48024040.0,159559777.42857143,3110640.4425260993,6,9,38
Tennessee,2021-09-26,164359614,57388239.0,14524620.0,238000028.0,180964776.57142857,6904992.088517849,6,9,38
Florida,2021-09-26,443549009,164359614.0,133378009.0,14998006.0,225274919.42857143,12353703.450147785,6,9,38
Illinois,2021-09-26,202708357,443549009.0,143876042.0,102505710.0,233679535.85714287,10025218.064074695,6,9,38
Indiana,2021-09-26,144973769,202708357.0,70631842.0,56100569.0,244299811.14285713,4906339.917272045,6,9,38
Iowa,2021-09-26,74902560,144973769.0,580649015.0,79384217.0,172050317.57142857,3490009.9260080857,6,9,38
Kansas,2021-09-26,57965250,74902560.0,116470675.0,127916878.0,163692399.7142857,1490999.9428630015,6,9,38
Kentucky,2021-09-26,109298752,57965250.0,57388239.0,39895508.0,171108187.2857143,3954571.4884822993,6,9,38
Louisiana,2021-09-26,113668155,109298752.0,164359614.0,68281705.0,163866550.2857143,6638495.430650215,6,9,38
Maine,2021-09-26,31024787,113668155.0,443549009.0,36027614.0,104934518.57142857,2360940.6544995676,6,9,38
Georgia,2021-09-26,244814212,31024787.0,202708357.0,47411061.0,110949640.71428572,10722089.274248194,6,9,38
West Virginia,2021-09-26,45557693,244814212.0,144973769.0,277853468.0,96747344.14285715,1845377.1759169302,6,9,38
Massachusetts,2021-09-26,116054678,45557693.0,74902560.0,229811509.0,102626218.14285715,5468606.562713951,6,9,38
Wisconsin,2021-09-26,102265249,116054678.0,57965250.0,239275636.0,108954789.42857143,4889489.60513222,6,9,38
Virginia,2021-09-26,178228310,102265249.0,109298752.0,93647773.0,118801869.14285715,7993665.02619984,6,9,38
Washington,2021-09-26,119610947,178228310.0,113668155.0,74560310.0,119650839.42857143,7461471.582481979,6,9,38
Texas,2021-09-26,576513741,119610947.0,31024787.0,233962532.0,197577832.85714287,27763046.40051509,6,9,38
Wyoming,2021-10-03,21168304,576513741.0,244814212.0,16466648.0,165628417.42857143,2302252.4648214085,6,10,39
Michigan,2021-10-03,272388963,21168304.0,45557693.0,121546105.0,198032884.57142857,28584542.224162754,6,10,39
Massachusetts,2021-10-03,165592566,272388963.0,116054678.0,19121112.0,205109725.7142857,16925467.90548251,6,10,39
Maryland,2021-10-03,153026721,165592566.0,102265249.0,101130925.0,212361364.57142857,16954880.46334261,6,10,39
Maine,2021-10-03,43463387,153026721.0,178228310.0,192597473.0,193109232.7142857,4296192.972464358,6,10,39
Louisiana,2021-10-03,173218605,43463387.0,119610947.0,12191094.0,200767469.57142857,20401048.822899126,6,10,39
Kentucky,2021-10-03,163410999,173218605.0,576513741.0,104892964.0,141752792.14285713,18191011.74666243,6,10,39
Wisconsin,2021-10-03,145142676,163410999.0,21168304.0,14524620.0,159463416.7142857,15266079.994017942,6,10,39
Kansas,2021-10-03,82900044,145142676.0,272388963.0,133378009.0,132393571.14285715,8982860.252582112,6,10,39
Minnesota,2021-10-03,142310494,82900044.0,165592566.0,143876042.0,129067560.85714285,14993478.498744234,6,10,39
Indiana,2021-10-03,205571442,142310494.0,153026721.0,70631842.0,136573949.57142857,21102741.0911841,6,10,39
Alabama,2021-10-03,203436378,205571442.0,43463387.0,580649015.0,159427234.0,24466951.148740333,6,10,39
Illinois,2021-10-03,296380378,203436378.0,173218605.0,116470675.0,177021773.0,32755126.846131552,6,10,39
Georgia,2021-10-03,369777977,296380378.0,163410999.0,57388239.0,206502769.85714287,43488433.032903165,6,10,39
Florida,2021-10-03,650291094,369777977.0,145142676.0,164359614.0,278666829.5714286,76697997.01386243,6,10,39
Connecticut,2021-10-03,85104100,650291094.0,82900044.0,443549009.0,278981694.71428573,9803151.074700307,6,10,39
Colorado,2021-10-03,164057354,85104100.0,142310494.0,202708357.0,282088389.0,16801907.7766278,6,10,39
California,2021-10-03,847187815,164057354.0,205571442.0,144973769.0,373747870.85714287,94311561.54348595,6,10,39
Iowa,2021-10-03,107123241,847187815.0,203436378.0,74902560.0,359988851.28571427,11637148.934352264,6,10,39
Mississippi,2021-10-03,81310913,107123241.0,296380378.0,57965250.0,329264642.0,4230614.823325095,6,10,39
Missouri,2021-10-03,182835643,81310913.0,369777977.0,109298752.0,302558594.28571427,19143346.7881368,6,10,39
West Virginia,2021-10-03,67883113,182835643.0,650291094.0,113668155.0,219357454.14285713,7516412.98718179,6,10,39
Washington,2021-10-03,173143477,67883113.0,85104100.0,31024787.0,231934508.0,18074539.524101228,6,10,39
Virginia,2021-10-03,271048031,173143477.0,164057354.0,244814212.0,247218890.42857143,31152910.712790407,6,10,39
Vermont,2021-10-03,17208123,271048031.0,847187815.0,45557693.0,128650363.0,1829454.9200312,6,10,39
Utah,2021-10-03,78244234,17208123.0,107123241.0,116054678.0,124524790.57142857,7896669.998126403,6,10,39
Texas,2021-10-03,846360996,78244234.0,81310913.0,102265249.0,233817659.57142857,89747623.38233155,6,10,39
Tennessee,2021-10-03,244244870,846360996.0,182835643.0,178228310.0,242590406.2857143,26585235.23401191,6,10,39
South Dakota,2021-10-03,26303345,244244870.0,67883113.0,119610947.0,236650439.42857143,2579009.228981206,6,10,39
South Carolina,2021-10-03,180723407,26303345.0,173143477.0,576513741.0,237733286.57142857,19766979.765367787,6,10,39
Arizona,2021-10-03,200820085,180723407.0,271048031.0,21168304.0,227700722.85714287,20024199.492748935,6,10,39
Rhode Island,2021-10-03,23725178,200820085.0,17208123.0,272388963.0,228631730.7142857,2471314.2089395695,6,10,39
Oregon,2021-10-03,109358124,23725178.0,78244234.0,165592566.0,233076572.14285713,11928158.487120295,6,10,39
Oklahoma,2021-10-03,139578545,109358124.0,846360996.0,153026721.0,132107650.57142857,15825405.136260295,6,10,39
Ohio,2021-10-03,350738187,139578545.0,244244870.0,43463387.0,147320981.57142857,38596416.436904594,6,10,39
North Carolina,2021-10-03,339832033,350738187.0,26303345.0,173218605.0,192110794.14285713,37645704.67901087,6,10,39
New York,2021-10-03,403887300,339832033.0,180723407.0,163410999.0,223991350.2857143,44372317.53585936,6,10,39
New Mexico,2021-10-03,65423332,403887300.0,200820085.0,145142676.0,204648957.0,6501708.980867471,6,10,39
New Hampshire,2021-10-03,50608160,65423332.0,23725178.0,82900044.0,208489383.0,5050160.721169335,6,10,39
Nevada,2021-10-03,97454406,50608160.0,109358124.0,142310494.0,206788851.85714287,10390993.219700249,6,10,39
Nebraska,2021-10-03,39563000,97454406.0,139578545.0,205571442.0,192500916.85714287,1407707.434288487,6,10,39
Pennsylvania,2021-10-03,341687183,39563000.0,350738187.0,203436378.0,191207916.2857143,37803627.35882089,6,10,39
Arkansas,2021-10-03,105087223,341687183.0,339832033.0,296380378.0,157672943.42857143,11529766.342474435,6,10,39
Connecticut,2021-10-10,83490394,105087223.0,403887300.0,369777977.0,111901956.85714285,12358773.973981852,6,10,40
Alabama,2021-10-10,198855812,83490394.0,65423332.0,650291094.0,130963739.71428572,30416685.40040783,6,10,40
Missouri,2021-10-10,180974727,198855812.0,50608160.0,85104100.0,149587535.0,24430585.32391938,6,10,40
Mississippi,2021-10-10,84218998,180974727.0,97454406.0,164057354.0,147696762.42857143,4090061.2992132315,6,10,40
Minnesota,2021-10-10,142365708,84218998.0,39563000.0,847187815.0,162382863.57142857,19505910.02654347,6,10,40
Michigan,2021-10-10,272107322,142365708.0,341687183.0,107123241.0,152442883.42857143,36787317.596368596,6,10,40
Massachusetts,2021-10-10,168719601,272107322.0,105087223.0,81310913.0,161533223.14285713,22797819.09395858,6,10,40
Maryland,2021-10-10,151554136,168719601.0,83490394.0,182835643.0,171256614.85714287,21532031.94219224,6,10,40
Maine,2021-10-10,43838076,151554136.0,198855812.0,67883113.0,149111224.0,5628004.465477143,6,10,40
Nebraska,2021-10-10,40690471,43838076.0,180974727.0,173143477.0,129070616.0,1249997.146340781,6,10,40
Louisiana,2021-10-10,177059756,40690471.0,84218998.0,271048031.0,142333581.42857143,27330566.067352455,6,10,40
Kansas,2021-10-10,84206741,177059756.0,142365708.0,17208123.0,134025157.57142857,11935442.867730275,6,10,40
Iowa,2021-10-10,106932039,84206741.0,272107322.0,78244234.0,110428688.57142857,15056797.678507054,6,10,40
Indiana,2021-10-10,204222463,106932039.0,168719601.0,846360996.0,115500526.0,27007616.60624522,6,10,40
Illinois,2021-10-10,295098248,204222463.0,151554136.0,244244870.0,136006827.7142857,41771067.667276986,6,10,40
California,2021-10-10,815989724,295098248.0,43838076.0,26303345.0,246314206.0,115181049.77962911,6,10,40
Georgia,2021-10-10,356385301,815989724.0,40690471.0,180723407.0,291413467.4285714,52890911.633312255,6,10,40
Colorado,2021-10-10,163295548,356385301.0,177059756.0,200820085.0,289447152.0,21642742.800971907,6,10,40
Kentucky,2021-10-10,160624310,163295548.0,84206741.0,23725178.0,300363947.5714286,22743379.411694232,6,10,40
Florida,2021-10-10,658073956,160624310.0,106932039.0,109358124.0,379098507.14285713,101618101.70261854,6,10,40
Nevada,2021-10-10,94869756,658073956.0,204222463.0,139578545.0,363476691.85714287,12851877.153196437,6,10,40
New Mexico,2021-10-10,66629753,94869756.0,295098248.0,350738187.0,330838335.4285714,8778285.25264341,6,10,40
Arizona,2021-10-10,201963815,66629753.0,815989724.0,339832033.0,243120348.42857143,25729199.48928723,6,10,40
Arkansas,2021-10-10,104309748,201963815.0,356385301.0,403887300.0,207109555.14285713,14611754.62775013,6,10,40
Texas,2021-10-10,860378788,104309748.0,163295548.0,65423332.0,306692875.14285713,119530728.97991309,6,10,40
Utah,2021-10-10,75874141,860378788.0,160624310.0,50608160.0,294585708.14285713,9659934.271358341,6,10,40
Vermont,2021-10-10,17238409,75874141.0,658073956.0,97454406.0,203037772.85714287,2384893.2431389843,6,10,40
Virginia,2021-10-10,264267113,17238409.0,94869756.0,39563000.0,227237395.2857143,38305489.09523224,6,10,40
Washington,2021-10-10,170162893,264267113.0,66629753.0,341687183.0,242027843.85714287,22515190.50591694,6,10,40
New Hampshire,2021-10-10,51298673,170162893.0,201963815.0,105087223.0,220504252.14285713,6738686.51117943,6,10,40
South Dakota,2021-10-10,26411019,51298673.0,104309748.0,83490394.0,209375862.2857143,3366011.4366675713,6,10,40
Rhode Island,2021-10-10,23868671,26411019.0,860378788.0,198855812.0,89874417.0,3227436.684697643,6,10,40
Pennsylvania,2021-10-10,339686180,23868671.0,75874141.0,180974727.0,127561851.14285715,48440579.74648884,6,10,40
Oregon,2021-10-10,105944044,339686180.0,17238409.0,84218998.0,140234084.7142857,14459209.585049337,6,10,40
Oklahoma,2021-10-10,138432304,105944044.0,264267113.0,142365708.0,122257683.42857143,20048299.632115386,6,10,40
Ohio,2021-10-10,347613232,138432304.0,170162893.0,272107322.0,147607731.85714287,48902982.52913067,6,10,40
North Carolina,2021-10-10,329225663,347613232.0,51298673.0,168719601.0,187311587.57142857,45879471.45557438,6,10,40
New York,2021-10-10,403148965,329225663.0,26411019.0,151554136.0,241131294.14285713,57344923.409886435,6,10,40
South Carolina,2021-10-10,176599858,403148965.0,23868671.0,43838076.0,262950035.14285713,24255208.591027796,6,10,40
Tennessee,2021-10-10,239728177,176599858.0,339686180.0,40690471.0,248670320.42857143,33079821.794646736,6,10,40
Wyoming,2021-10-10,20630874,239728177.0,105944044.0,177059756.0,236482724.7142857,2864337.141287883,6,10,40
Wisconsin,2021-10-10,144063095,20630874.0,138432304.0,84206741.0,237287123.42857143,19421460.60134069,6,10,40
West Virginia,2021-10-10,70399280,144063095.0,347613232.0,106932039.0,197685130.2857143,10262119.268688397,6,10,40
Maryland,2021-10-17,148289348,70399280.0,329225663.0,204222463.0,171837085.2857143,23274073.973351758,6,10,41
Nebraska,2021-10-17,38787217,148289348.0,403148965.0,295098248.0,119785407.0,1222178.8173360697,6,10,41
Missouri,2021-10-17,178740957,38787217.0,176599858.0,815989724.0,120091278.28571428,26664227.126190472,6,10,41
Mississippi,2021-10-17,83952608,178740957.0,239728177.0,356385301.0,97837625.57142857,3753674.159128258,6,10,41
Minnesota,2021-10-17,141654269,83952608.0,20630874.0,163295548.0,115126682.0,21612722.048609607,6,10,41
Michigan,2021-10-17,266644798,141654269.0,144063095.0,160624310.0,132638353.85714285,40489836.05146858,6,10,41
Maine,2021-10-17,43846988,266644798.0,70399280.0,658073956.0,128845169.28571428,6352893.898621561,6,10,41
Louisiana,2021-10-17,168011334,43846988.0,148289348.0,94869756.0,131662595.85714285,29591947.210127823,6,10,41
Kentucky,2021-10-17,158469038,168011334.0,38787217.0,66629753.0,148759998.85714287,24773560.97471983,6,10,41
Kansas,2021-10-17,81123034,158469038.0,178740957.0,201963815.0,134814581.2857143,12792266.476706343,6,10,41
Nevada,2021-10-17,92490701,81123034.0,83952608.0,104309748.0,136034308.85714287,13464850.613555167,6,10,41
Iowa,2021-10-17,103822589,92490701.0,141654269.0,860378788.0,130629783.14285715,16259486.263036124,6,10,41
Illinois,2021-10-17,282872885,103822589.0,266644798.0,75874141.0,132948081.28571428,44963651.63112084,6,10,41
Georgia,2021-10-17,358048744,282872885.0,43846988.0,17238409.0,177834046.42857143,57569840.91895598,6,10,41
Florida,2021-10-17,649087749,358048744.0,168011334.0,264267113.0,246559248.57142857,110985094.48926258,6,10,41
Connecticut,2021-10-17,79115418,649087749.0,158469038.0,170162893.0,235223017.14285713,12980676.298714623,6,10,41
Colorado,2021-10-17,158171905,79115418.0,81123034.0,51298673.0,246229998.7142857,22871227.022222877,6,10,41
California,2021-10-17,818621940,158171905.0,92490701.0,26411019.0,349963032.85714287,123352044.84247793,6,10,41
Arkansas,2021-10-17,101130188,818621940.0,103822589.0,23868671.0,349578404.14285713,15511283.447481457,6,10,41
Arizona,2021-10-17,197141587,101130188.0,282872885.0,339686180.0,337331075.85714287,27262086.54468182,6,10,41
Alabama,2021-10-17,195850755,197141587.0,358048744.0,105944044.0,314159934.5714286,32496260.56276413,6,10,41
Indiana,2021-10-17,201261578,195850755.0,649087749.0,138432304.0,250184767.2857143,29675024.95760599,6,10,41
New Hampshire,2021-10-17,50137669,201261578.0,79115418.0,347613232.0,246045088.85714287,7364095.314530054,6,10,41
Massachusetts,2021-10-17,163959288,50137669.0,158171905.0,329225663.0,246871857.85714287,24688758.672114175,6,10,41
New York,2021-10-17,383288006,163959288.0,818621940.0,403148965.0,184681295.85714287,60549481.8044706,6,10,41
New Mexico,2021-10-17,65600559,383288006.0,101130188.0,176599858.0,179605634.57142857,9566089.422159497,6,10,41
Wisconsin,2021-10-17,141440058,65600559.0,197141587.0,239728177.0,171648273.2857143,21211111.49797773,6,10,41
West Virginia,2021-10-17,66043678,141440058.0,195850755.0,20630874.0,153104405.14285713,10838676.626374006,6,10,41
Washington,2021-10-17,167421377,66043678.0,201261578.0,144063095.0,148270090.7142857,24059099.135882843,6,10,41
Virginia,2021-10-17,257032021,167421377.0,50137669.0,70399280.0,177826426.7142857,41143752.22858378,6,10,41
Vermont,2021-10-17,16867636,257032021.0,163959288.0,148289348.0,156813333.57142857,2607187.8782548145,6,10,41
Utah,2021-10-17,75271623,16867636.0,383288006.0,38787217.0,112810993.14285715,10274332.004369484,6,10,41
Texas,2021-10-17,821470951,75271623.0,65600559.0,178740957.0,220792477.7142857,127836369.98801354,6,10,41
Tennessee,2021-10-17,237896333,821470951.0,141440058.0,83952608.0,234571945.57142857,35995198.90308123,6,10,41
Wyoming,2021-10-17,19626614,237896333.0,66043678.0,141654269.0,227940936.42857143,2951844.6874537375,6,10,41
South Carolina,2021-10-17,177044108,19626614.0,167421377.0,266644798.0,229315612.2857143,26564792.323209193,6,10,41
South Dakota,2021-10-17,25950714,177044108.0,257032021.0,43846988.0,196303997.0,3690180.6109073176,6,10,41
Ohio,2021-10-17,338945510,25950714.0,16867636.0,168011334.0,242315121.85714287,53089056.39856262,6,10,41
Oklahoma,2021-10-17,133311603,338945510.0,75271623.0,158469038.0,250606547.57142857,21114185.37023196,6,10,41
Oregon,2021-10-17,103410414,133311603.0,821470951.0,81123034.0,148026470.85714287,15124509.397217803,6,10,41
North Carolina,2021-10-17,326334722,103410414.0,237896333.0,92490701.0,160660526.42857143,49983413.96217243,6,10,41
Rhode Island,2021-10-17,22798438,326334722.0,19626614.0,103822589.0,161113644.14285713,3423794.7458262695,6,10,41
Pennsylvania,2021-10-17,328811498,22798438.0,177044108.0,282872885.0,182794699.85714287,52054547.72467568,6,10,41
New Hampshire,2021-10-24,49095898,328811498.0,25950714.0,358048744.0,186101154.7142857,7346296.063442317,6,10,42
Nevada,2021-10-24,92985096,49095898.0,338945510.0,649087749.0,150963952.7142857,13562920.14559393,6,10,42
Oregon,2021-10-24,99799036,92985096.0,133311603.0,79115418.0,146176443.14285713,15288260.78388753,6,10,42
New Mexico,2021-10-24,63451798,99799036.0,103410414.0,158171905.0,140468069.42857143,9513216.718292123,6,10,42
New York,2021-10-24,380250399,63451798.0,326334722.0,818621940.0,148170309.0,60357502.02295632,6,10,42
North Carolina,2021-10-24,321305791,380250399.0,22798438.0,101130188.0,190814216.57142857,50972107.99562896,6,10,42
Ohio,2021-10-24,328756527,321305791.0,328811498.0,197141587.0,190806363.57142857,53093434.977357596,6,10,42
Oklahoma,2021-10-24,129819104,328756527.0,49095898.0,195850755.0,202338250.14285713,21000291.77975113,6,10,42
Pennsylvania,2021-10-24,323821417,129819104.0,92985096.0,201261578.0,235314867.42857143,51797893.4662007,6,10,42
Tennessee,2021-10-24,233290614,323821417.0,99799036.0,50137669.0,254385092.85714287,36200121.435066596,6,10,42
South Carolina,2021-10-24,169100035,233290614.0,63451798.0,163959288.0,269477698.14285713,26911774.489610713,6,10,42
South Dakota,2021-10-24,24802967,169100035.0,380250399.0,383288006.0,218699493.57142857,3670900.8908149325,6,10,42
Texas,2021-10-24,816123888,24802967.0,321305791.0,65600559.0,289387793.14285713,129633424.60524693,6,10,42
Virginia,2021-10-24,256856676,816123888.0,328756527.0,141440058.0,279116385.85714287,41928648.583828844,6,10,42
Vermont,2021-10-24,16095630,256856676.0,129819104.0,66043678.0,262870175.2857143,2562246.1904092478,6,10,42
Utah,2021-10-24,74602835,16095630.0,323821417.0,167421377.0,227267520.7142857,10446734.270338159,6,10,42
Nebraska,2021-10-24,37588635,74602835.0,233290614.0,257032021.0,199310095.14285713,973600.8734258242,6,10,42
West Virginia,2021-10-24,63842049,37588635.0,169100035.0,16867636.0,184273240.0,10577710.962901352,6,10,42
Rhode Island,2021-10-24,22549742,63842049.0,24802967.0,75271623.0,183951350.7142857,3442439.8501351345,6,10,42
Washington,2021-10-24,163190223,22549742.0,816123888.0,821470951.0,90675112.85714285,24457430.733677596,6,10,42
Mississippi,2021-10-24,82838945,163190223.0,256856676.0,237896333.0,65815437.0,2547614.4909725725,6,10,42
Minnesota,2021-10-24,138827291,82838945.0,16095630.0,19626614.0,83348531.42857143,21904815.364683,6,10,42
Missouri,2021-10-24,175697601,138827291.0,74602835.0,177044108.0,97790640.85714285,26724028.015325267,6,10,42
Alabama,2021-10-24,189687422,175697601.0,37588635.0,25950714.0,119519039.0,32746337.489323873,6,10,42
Wyoming,2021-10-24,19280840,189687422.0,63842049.0,338945510.0,113153152.0,2953818.067168812,6,10,42
Arizona,2021-10-24,195856140,19280840.0,22549742.0,133311603.0,137911208.85714287,27661639.45948794,6,10,42
Arkansas,2021-10-24,98315876,195856140.0,163190223.0,103410414.0,128643445.0,15304670.676152997,6,10,42
California,2021-10-24,782324756,98315876.0,82838945.0,326334722.0,228569989.42857143,122517762.82077827,6,10,42
Colorado,2021-10-24,157175507,782324756.0,138827291.0,22798438.0,231191163.14285713,23162304.283352964,6,10,42
Connecticut,2021-10-24,79963454,157175507.0,175697601.0,328811498.0,217514856.42857143,13104488.94442051,6,10,42
Florida,2021-10-24,636492810,79963454.0,189687422.0,49095898.0,281344197.5714286,111826193.54615979,6,10,42
Georgia,2021-10-24,348127397,636492810.0,19280840.0,92985096.0,328322277.14285713,58419857.31637601,6,10,42
Wisconsin,2021-10-24,139449132,348127397.0,195856140.0,99799036.0,320264133.14285713,21710884.968235005,6,10,42
Indiana,2021-10-24,198294087,139449132.0,98315876.0,63451798.0,334546734.71428573,29822348.098733794,6,10,42
Iowa,2021-10-24,101866411,198294087.0,782324756.0,380250399.0,237338399.7142857,16371623.440990523,6,10,42
Kansas,2021-10-24,79347468,101866411.0,157175507.0,321305791.0,226220108.42857143,12753995.661107104,6,10,42
Kentucky,2021-10-24,154857048,79347468.0,79963454.0,328756527.0,236919193.2857143,24782221.0172512,6,10,42
Louisiana,2021-10-24,163730358,154857048.0,636492810.0,129819104.0,169381700.14285713,29018124.574788313,6,10,42
Maine,2021-10-24,41226743,163730358.0,348127397.0,323821417.0,125538749.57142857,6267787.077240521,6,10,42
Maryland,2021-10-24,146769139,41226743.0,139449132.0,233290614.0,126584464.85714285,23221823.05322795,6,10,42
Massachusetts,2021-10-24,159998296,146769139.0,198294087.0,169100035.0,121113637.57142857,24575195.636575256,6,10,42
Michigan,2021-10-24,265041404,159998296.0,101866411.0,24802967.0,144424350.85714287,41351733.3672629,6,10,42
Illinois,2021-10-24,278433539,265041404.0,79347468.0,816123888.0,172865218.14285713,45392860.94773663,6,10,42
Oregon,2021-10-31,102488327,278433539.0,154857048.0,256856676.0,165383972.2857143,14672085.127266483,6,10,43
Oklahoma,2021-10-31,128210997,102488327.0,163730358.0,16095630.0,160309777.85714287,19072867.15599989,6,10,43
New Mexico,2021-10-31,61159836,128210997.0,41226743.0,74602835.0,163157362.57142857,8290621.703046033,6,10,43
North Carolina,2021-10-31,318918242,61159836.0,146769139.0,37588635.0,187750091.57142857,46381982.60172741,6,10,43
New York,2021-10-31,373302523,318918242.0,159998296.0,63842049.0,218222124.0,54964973.09297394,6,10,43
Ohio,2021-10-31,327228674,373302523.0,265041404.0,22549742.0,227106019.7142857,47772121.82872315,6,10,43
Pennsylvania,2021-10-31,319568517,327228674.0,278433539.0,163190223.0,232982445.14285713,46913185.39857848,6,10,43
Tennessee,2021-10-31,229313039,319568517.0,102488327.0,82838945.0,251100261.14285713,33600137.74740363,6,10,43
South Carolina,2021-10-31,166307533,229313039.0,128210997.0,138827291.0,256542623.42857143,24930497.585024197,6,10,43
South Dakota,2021-10-31,24723617,166307533.0,61159836.0,175697601.0,251337449.2857143,3225990.761249052,6,10,43
New Hampshire,2021-10-31,47991923,24723617.0,318918242.0,189687422.0,212633689.42857143,6759696.22201835,6,10,43
Texas,2021-10-31,803785398,47991923.0,373302523.0,19280840.0,274131243.0,118335063.08352958,6,10,43
Utah,2021-10-31,74405507,803785398.0,327228674.0,195856140.0,238013647.7142857,9423185.27005077,6,10,43
Vermont,2021-10-31,15986865,74405507.0,319568517.0,98315876.0,194644840.2857143,2326793.171236314,6,10,43
Virginia,2021-10-31,255221502,15986865.0,229313039.0,782324756.0,198346049.2857143,38660116.6195516,6,10,43
Washington,2021-10-31,165155956,255221502.0,166307533.0,157175507.0,198181538.2857143,23354646.27565497,6,10,43
West Virginia,2021-10-31,63324231,165155956.0,24723617.0,79963454.0,203695911.7142857,9839988.089428732,6,10,43
Rhode Island,2021-10-31,22111739,63324231.0,47991923.0,636492810.0,199998742.57142857,3243293.285035166,6,10,43
Nevada,2021-10-31,93071769,22111739.0,803785398.0,348127397.0,98468224.14285715,12450351.714700969,6,10,43
